iter	MAPE
325	8.071998706e-05
326	8.035367638e-05
327	8.001255982e-05
328	7.985582216e-05
329	7.971110594e-05
330	7.927750116e-05
331	7.914934543e-05
332	7.889553938e-05
333	7.866061374e-05
334	7.8489754e-05
335	7.824541298e-05
336	7.810796839e-05
337	7.799031436e-05
338	7.77605509e-05
339	7.757574482e-05
340	7.744684927e-05
341	7.732931759e-05
342	7.7026409e-05
343	7.688788774e-05
344	7.674976096e-05
345	7.659040775e-05
346	7.651534694e-05
347	7.624303404e-05
348	7.608317053e-05
349	7.596463651e-05
350	7.572192346e-05
351	7.554470409e-05
352	7.537564932e-05
353	7.53680578e-05
354	7.527167124e-05
355	7.5099062e-05
356	7.498381356e-05
357	7.469268556e-05
358	7.457888192e-05
359	7.450280066e-05
360	7.437401429e-05
361	7.43218931e-05
362	7.429512784e-05
363	7.374521526e-05
364	7.3575514e-05
365	7.342781842e-05
366	7.328448245e-05
367	7.324118653e-05
368	7.29724831e-05
369	7.28793037e-05
370	7.230652875e-05
371	7.200208731e-05
372	7.188920246e-05
373	7.164028922e-05
374	7.142837132e-05
375	7.122821831e-05
376	7.113715521e-05
377	7.092575216e-05
378	7.073510564e-05
379	7.065420739e-05
380	7.054671273e-05
381	7.046807255e-05
382	7.03764302e-05
383	7.026328084e-05
384	7.01770717e-05
385	7.007597237e-05
386	6.996352794e-05
387	6.985070218e-05
388	6.948467119e-05
389	6.939838958e-05
390	6.922116165e-05
391	6.915283059e-05
392	6.905965051e-05
393	6.903689321e-05
394	6.893923539e-05
395	6.888966446e-05
396	6.848139397e-05
397	6.82873098e-05
398	6.810526172e-05
399	6.801077875e-05
400	6.780418479e-05
401	6.769454087e-05
402	6.757501151e-05
403	6.748550528e-05
404	6.735467144e-05
405	6.722803824e-05
406	6.692539887e-05
407	6.680370176e-05
408	6.668894156e-05
409	6.658216645e-05
410	6.652244967e-05
411	6.641989509e-05
412	6.62593101e-05
413	6.622293026e-05
414	6.620004441e-05
415	6.618328082e-05
416	6.584524303e-05
417	6.54701093e-05
418	6.531386422e-05
419	6.528034799e-05
420	6.504049104e-05
421	6.47704477e-05
422	6.47413795e-05
423	6.429100945e-05
424	6.403349013e-05
425	6.396710046e-05
426	6.39545652e-05
427	6.386820545e-05
428	6.371301126e-05
429	6.357325849e-05
430	6.328303291e-05
431	6.318280887e-05
432	6.311141105e-05
433	6.307201493e-05
434	6.301503957e-05
435	6.297781947e-05
436	6.278056328e-05
437	6.247745918e-05
438	6.243933324e-05
439	6.243446257e-05
440	6.235701161e-05
441	6.235264765e-05
442	6.231105653e-05
443	6.215999889e-05
444	6.204876547e-05
445	6.149980497e-05
446	6.141785321e-05
447	6.129137808e-05
448	6.123212605e-05
449	6.110454911e-05
450	6.105196723e-05
451	6.098364424e-05
452	6.08543291e-05
453	6.079724294e-05
454	6.070678622e-05
455	6.068182484e-05
456	6.066135289e-05
457	6.064098109e-05
458	6.050165911e-05
459	6.04694785e-05
460	6.036755958e-05
461	6.034569894e-05
462	6.023854196e-05
463	6.013790259e-05
464	6.011768476e-05
465	6.009279579e-05
466	6.003823147e-05
467	5.973538194e-05
468	5.966140812e-05
469	5.934332094e-05
470	5.925724275e-05
471	5.92292562e-05
472	5.916130414e-05
473	5.893718767e-05
474	5.890948941e-05
475	5.887390975e-05
476	5.885622615e-05
477	5.864224061e-05
478	5.862207814e-05
479	5.84204122e-05
480	5.837554181e-05
481	5.835337373e-05
482	5.830968841e-05
483	5.819357138e-05
484	5.808155299e-05
485	5.802152762e-05
486	5.793252146e-05
487	5.788871401e-05
488	5.782690136e-05
489	5.780724654e-05
490	5.772783997e-05
491	5.767910128e-05
492	5.733281903e-05
493	5.722097976e-05
494	5.714818157e-05
495	5.70436747e-05
496	5.694492257e-05
497	5.694164878e-05
498	5.687293958e-05
499	5.685863811e-05
500	5.683409907e-05
501	5.682931302e-05
502	5.674838559e-05
503	5.642390964e-05
504	5.631751765e-05
505	5.626748649e-05
506	5.615656065e-05
507	5.608592966e-05
508	5.606627537e-05
509	5.601585648e-05
510	5.57195942e-05
511	5.563863294e-05
512	5.558566695e-05
513	5.546344338e-05
514	5.541538792e-05
515	5.535907182e-05
516	5.531253731e-05
517	5.518027399e-05
518	5.514310563e-05
519	5.488682155e-05
520	5.480622421e-05
521	5.469196502e-05
522	5.465035635e-05
523	5.457986725e-05
524	5.447489674e-05
525	5.430173302e-05
526	5.425005019e-05
527	5.41878646e-05
528	5.415111666e-05
529	5.40844972e-05
530	5.404387624e-05
531	5.370271452e-05
532	5.366475439e-05
533	5.360993733e-05
534	5.356040641e-05
535	5.336663256e-05
536	5.331314232e-05
537	5.32755947e-05
538	5.322636552e-05
539	5.319439583e-05
540	5.31649178e-05
541	5.311842742e-05
542	5.308102721e-05
543	5.295973701e-05
544	5.289473494e-05
545	5.271955897e-05
546	5.268563026e-05
547	5.255625823e-05
548	5.22887869e-05
549	5.226475113e-05
550	5.197080983e-05
551	5.18524618e-05
552	5.171321345e-05
553	5.168383749e-05
554	5.138628714e-05
555	5.124033004e-05
556	5.094142879e-05
557	5.089761456e-05
558	5.086810641e-05
559	5.078206481e-05
560	5.064004631e-05
561	5.053543381e-05
562	5.050001823e-05
563	5.036196313e-05
564	5.033781679e-05
565	5.008752684e-05
566	5.001346009e-05
567	4.977728703e-05
568	4.972687421e-05
569	4.958809649e-05
570	4.950012281e-05
571	4.931860425e-05
572	4.922678399e-05
573	4.917302505e-05
574	4.912691827e-05
575	4.908225799e-05
576	4.89318279e-05
577	4.879290035e-05
578	4.875616806e-05
579	4.872511818e-05
580	4.854068933e-05
581	4.849680574e-05
582	4.844658226e-05
583	4.842731743e-05
584	4.837105503e-05
585	4.834087396e-05
586	4.828638087e-05
587	4.815067949e-05
588	4.812294342e-05
589	4.810782209e-05
590	4.809470254e-05
591	4.778931543e-05
592	4.777330182e-05
593	4.751026431e-05
594	4.743657912e-05
595	4.736530085e-05
596	4.734229919e-05
597	4.727770531e-05
598	4.725591369e-05
599	4.720124684e-05
600	4.713710842e-05
601	4.697641056e-05
602	4.684696793e-05
603	4.676558831e-05
604	4.673534544e-05
605	4.66041288e-05
606	4.656559444e-05
607	4.65171602e-05
608	4.649383397e-05
609	4.619159024e-05
610	4.608931871e-05
611	4.600494662e-05
612	4.599656498e-05
613	4.598498644e-05
614	4.596866008e-05
615	4.593002798e-05
616	4.58224795e-05
617	4.569964139e-05
618	4.569816064e-05
619	4.567077354e-05
620	4.565203684e-05
621	4.556398857e-05
622	4.554632256e-05
623	4.550325062e-05
624	4.545108335e-05
625	4.541928433e-05
626	4.538945998e-05
627	4.536537798e-05
628	4.536341645e-05
629	4.533551864e-05
630	4.533128123e-05
631	4.522522365e-05
632	4.514889014e-05
633	4.507719525e-05
634	4.502365457e-05
635	4.500741174e-05
636	4.494034073e-05
637	4.489283119e-05
638	4.483270025e-05
639	4.473842111e-05
640	4.471899939e-05
641	4.470442365e-05
642	4.467867661e-05
643	4.464732778e-05
644	4.458262544e-05
645	4.456323377e-05
646	4.454387295e-05
647	4.453008625e-05
648	4.452629324e-05
649	4.45067722e-05
650	4.449776365e-05
651	4.442775657e-05
652	4.433441726e-05
653	4.420743275e-05
654	4.420105479e-05
655	4.419387964e-05
656	4.414653665e-05
657	4.410056931e-05
658	4.393591668e-05
659	4.390106992e-05
660	4.387359548e-05
661	4.387073405e-05
662	4.385926431e-05
663	4.376741736e-05
664	4.373157679e-05
665	4.367458221e-05
666	4.363239001e-05
667	4.361697302e-05
668	4.34925126e-05
669	4.347588375e-05
670	4.341056091e-05
671	4.317680741e-05
672	4.304248631e-05
673	4.303063587e-05
674	4.298248327e-05
675	4.297264224e-05
676	4.292143356e-05
677	4.288711146e-05
678	4.279035951e-05
679	4.27635782e-05
680	4.268513709e-05
681	4.259339278e-05
682	4.258554725e-05
683	4.257885766e-05
684	4.256727622e-05
685	4.251515021e-05
686	4.250094308e-05
687	4.244246601e-05
688	4.233965368e-05
689	4.231362569e-05
690	4.193881331e-05
691	4.171999186e-05
692	4.137545539e-05
693	4.135180666e-05
694	4.124038516e-05
695	4.122053038e-05
696	4.117236656e-05
697	4.115349184e-05
698	4.101495934e-05
699	4.098503717e-05
700	4.087951782e-05
701	4.064680719e-05
702	4.053994978e-05
703	4.050046712e-05
704	4.035472313e-05
705	4.01701826e-05
706	4.007878339e-05
707	4.001284846e-05
708	3.998710725e-05
709	3.994956126e-05
710	3.993602598e-05
711	3.988894447e-05
712	3.988542489e-05
713	3.983755621e-05
714	3.978674388e-05
715	3.975759153e-05
716	3.974078816e-05
717	3.969873904e-05
718	3.96920191e-05
719	3.968770898e-05
720	3.965781867e-05
721	3.961745675e-05
722	3.958800101e-05
723	3.958382009e-05
724	3.954058648e-05
725	3.953374548e-05
726	3.947879603e-05
727	3.947355941e-05
728	3.936084197e-05
729	3.929955092e-05
730	3.927909666e-05
731	3.92353324e-05
732	3.894642022e-05
733	3.89251081e-05
734	3.88701162e-05
735	3.88569523e-05
736	3.882417738e-05
737	3.879099517e-05
738	3.866434885e-05
739	3.846303795e-05
740	3.844630949e-05
741	3.841075658e-05
742	3.840841252e-05
743	3.827634421e-05
744	3.825651698e-05
745	3.825320531e-05
746	3.823981874e-05
747	3.823014677e-05
748	3.82126351e-05
749	3.819311033e-05
750	3.817623053e-05
751	3.815782611e-05
752	3.814728374e-05
753	3.807334955e-05
754	3.796295443e-05
755	3.795034605e-05
756	3.792788082e-05
757	3.791979405e-05
758	3.786816432e-05
759	3.785828346e-05
760	3.779331344e-05
761	3.777288545e-05
762	3.776853977e-05
763	3.773708714e-05
764	3.77077978e-05
765	3.764033912e-05
766	3.753574073e-05
767	3.743895524e-05
768	3.743316627e-05
769	3.73776601e-05
770	3.734127567e-05
771	3.731023438e-05
772	3.726603749e-05
773	3.725320081e-05
774	3.720598602e-05
775	3.712904727e-05
776	3.700387488e-05
777	3.698051196e-05
778	3.697706493e-05
779	3.691412371e-05
780	3.671203389e-05
781	3.669890448e-05
782	3.663382166e-05
783	3.659535223e-05
784	3.65779683e-05
785	3.657632236e-05
786	3.656916721e-05
787	3.65613453e-05
788	3.65402801e-05
789	3.653356718e-05
790	3.652861039e-05
791	3.649470962e-05
792	3.648680844e-05
793	3.632828449e-05
794	3.628695489e-05
795	3.624863655e-05
796	3.62370577e-05
797	3.61962005e-05
798	3.617769836e-05
799	3.608274661e-05
800	3.60719738e-05
801	3.599973795e-05
802	3.590712984e-05
803	3.581390144e-05
804	3.579714093e-05
805	3.570826454e-05
806	3.550129238e-05
807	3.545769439e-05
808	3.536042361e-05
809	3.533620886e-05
810	3.527992838e-05
811	3.527776523e-05
812	3.515543896e-05
813	3.51506716e-05
814	3.50742042e-05
815	3.495959914e-05
816	3.493826492e-05
817	3.485375539e-05
818	3.483488591e-05
819	3.481468087e-05
820	3.478484054e-05
821	3.476348351e-05
822	3.474407411e-05
823	3.469751091e-05
824	3.468417794e-05
825	3.465237146e-05
826	3.452952385e-05
827	3.436014173e-05
828	3.428619211e-05
829	3.412791212e-05
830	3.401046929e-05
831	3.399970673e-05
832	3.397157475e-05
833	3.381785231e-05
834	3.381492482e-05
835	3.379973569e-05
836	3.363005712e-05
837	3.34272265e-05
838	3.341734112e-05
839	3.341073463e-05
840	3.339825966e-05
841	3.337998081e-05
842	3.333686946e-05
843	3.323763948e-05
844	3.323051974e-05
845	3.318201836e-05
846	3.314366061e-05
847	3.314332516e-05
848	3.310393226e-05
849	3.308871051e-05
850	3.30693248e-05
851	3.306426922e-05
852	3.300462536e-05
853	3.298027695e-05
854	3.296448023e-05
855	3.293136549e-05
856	3.284817853e-05
857	3.281701873e-05
858	3.274761435e-05
859	3.273978312e-05
860	3.271880691e-05
861	3.270538614e-05
862	3.269270601e-05
863	3.268268787e-05
864	3.265773523e-05
865	3.263392317e-05
866	3.262404928e-05
867	3.259774023e-05
868	3.243303405e-05
869	3.241611158e-05
870	3.238373925e-05
871	3.228405373e-05
872	3.226366491e-05
873	3.221270652e-05
874	3.217330535e-05
875	3.215890929e-05
876	3.207559202e-05
877	3.195703174e-05
878	3.194543738e-05
879	3.190885365e-05
880	3.188415976e-05
881	3.178834225e-05
882	3.17784475e-05
883	3.174716016e-05
884	3.173602983e-05
885	3.172009828e-05
886	3.170375167e-05
887	3.167264566e-05
888	3.166103418e-05
889	3.160390985e-05
890	3.158976776e-05
891	3.158086462e-05
892	3.156738062e-05
893	3.151277379e-05
894	3.134622362e-05
895	3.133361175e-05
896	3.131899616e-05
897	3.130061102e-05
898	3.128713775e-05
899	3.124311626e-05
900	3.123201558e-05
901	3.112840603e-05
902	3.107766721e-05
903	3.106347041e-05
904	3.086507069e-05
905	3.085125818e-05
906	3.081572532e-05
907	3.079502447e-05
908	3.078321454e-05
909	3.07738874e-05
910	3.056057858e-05
911	3.034978193e-05
912	3.033878158e-05
913	3.032538016e-05
914	3.031460056e-05
915	3.031025611e-05
916	3.027522626e-05
917	3.02280551e-05
918	3.015175803e-05
919	3.008389807e-05
920	3.006477349e-05
921	3.005001196e-05
922	3.000090026e-05
923	2.985184861e-05
924	2.983154046e-05
925	2.966430396e-05
926	2.964899187e-05
927	2.959242595e-05
928	2.955136157e-05
929	2.953495285e-05
930	2.953258503e-05
931	2.94702212e-05
932	2.943729707e-05
933	2.943420228e-05
934	2.942517871e-05
935	2.940291923e-05
936	2.934840052e-05
937	2.933407787e-05
938	2.923027946e-05
939	2.920042493e-05
940	2.919545913e-05
941	2.919042335e-05
942	2.918548935e-05
943	2.910830204e-05
944	2.910669171e-05
945	2.909609289e-05
946	2.909085808e-05
947	2.908363908e-05
948	2.907287493e-05
949	2.907037641e-05
950	2.906282008e-05
951	2.904016103e-05
952	2.89820159e-05
953	2.894602094e-05
954	2.894305544e-05
955	2.893925605e-05
956	2.891098941e-05
957	2.890780636e-05
958	2.890566916e-05
959	2.889480059e-05
960	2.888999732e-05
961	2.886482664e-05
962	2.876000441e-05
963	2.875614642e-05
964	2.874487505e-05
965	2.874247594e-05
966	2.870235966e-05
967	2.866958281e-05
968	2.858373459e-05
969	2.854191132e-05
970	2.85131157e-05
971	2.841020045e-05
972	2.83964446e-05
973	2.838976077e-05
974	2.838317339e-05
975	2.836547955e-05
976	2.827750999e-05
977	2.827039978e-05
978	2.809231435e-05
979	2.798126356e-05
980	2.795824658e-05
981	2.794585797e-05
982	2.791054208e-05
983	2.787228371e-05
984	2.780882401e-05
985	2.779809897e-05
986	2.778889215e-05
987	2.776005808e-05
988	2.76784812e-05
989	2.764738171e-05
990	2.762615087e-05
991	2.760918936e-05
992	2.760630398e-05
993	2.759975409e-05
994	2.758673387e-05
995	2.75665437e-05
996	2.750805038e-05
997	2.739447056e-05
998	2.736801712e-05
999	2.735805787e-05
